date,project,users
2020-04-10T00:00:00+00:00,Paraswap,904
2020-04-11T00:00:00+00:00,Paraswap,909
2020-04-12T00:00:00+00:00,Paraswap,910
2020-04-13T00:00:00+00:00,Paraswap,918
2020-04-14T00:00:00+00:00,Paraswap,923
2020-04-15T00:00:00+00:00,Paraswap,930
2020-04-16T00:00:00+00:00,Paraswap,937
2020-04-17T00:00:00+00:00,Paraswap,944
2020-04-18T00:00:00+00:00,Paraswap,955
2020-04-19T00:00:00+00:00,Paraswap,964
2020-04-20T00:00:00+00:00,Paraswap,973
2020-04-21T00:00:00+00:00,Paraswap,982
2020-04-22T00:00:00+00:00,Paraswap,989
2020-04-23T00:00:00+00:00,Paraswap,998
2020-04-24T00:00:00+00:00,Paraswap,1005
2020-04-25T00:00:00+00:00,Paraswap,1020
2020-04-26T00:00:00+00:00,Paraswap,1029
2020-04-27T00:00:00+00:00,Paraswap,1034
2020-04-28T00:00:00+00:00,Paraswap,1040
2020-04-29T00:00:00+00:00,Paraswap,1054
2020-04-30T00:00:00+00:00,Paraswap,1061
2020-05-01T00:00:00+00:00,Paraswap,1069
2020-05-02T00:00:00+00:00,Paraswap,1077
2020-05-03T00:00:00+00:00,Paraswap,1087
2020-05-04T00:00:00+00:00,Paraswap,1097
2020-05-05T00:00:00+00:00,Paraswap,1100
2020-05-06T00:00:00+00:00,Paraswap,1116
2020-05-07T00:00:00+00:00,Paraswap,1128
2020-05-08T00:00:00+00:00,Paraswap,1135
2020-05-09T00:00:00+00:00,Paraswap,1145
2020-05-10T00:00:00+00:00,Paraswap,1157
2020-05-11T00:00:00+00:00,Paraswap,1173
2020-05-12T00:00:00+00:00,Paraswap,1180
2020-05-13T00:00:00+00:00,Paraswap,1189
2020-05-14T00:00:00+00:00,Paraswap,1200
2020-05-15T00:00:00+00:00,Paraswap,1204
2020-05-16T00:00:00+00:00,Paraswap,1211
2020-05-17T00:00:00+00:00,Paraswap,1219
2020-05-18T00:00:00+00:00,Paraswap,1237
2020-05-19T00:00:00+00:00,Paraswap,1251
2020-05-20T00:00:00+00:00,Paraswap,1263
2020-05-21T00:00:00+00:00,Paraswap,1287
2020-05-22T00:00:00+00:00,Paraswap,1294
2020-05-23T00:00:00+00:00,Paraswap,1302
2020-05-24T00:00:00+00:00,Paraswap,1314
2020-05-25T00:00:00+00:00,Paraswap,1330
2020-05-26T00:00:00+00:00,Paraswap,1341
2020-05-27T00:00:00+00:00,Paraswap,1357
2020-05-28T00:00:00+00:00,Paraswap,1372
2020-05-29T00:00:00+00:00,Paraswap,1384
2020-05-30T00:00:00+00:00,Paraswap,1392
2020-05-31T00:00:00+00:00,Paraswap,1398
2020-06-01T00:00:00+00:00,Paraswap,1411
2020-06-02T00:00:00+00:00,Paraswap,1420
2020-06-03T00:00:00+00:00,Paraswap,1425
2020-06-04T00:00:00+00:00,Paraswap,1438
2020-06-05T00:00:00+00:00,Paraswap,1451
2020-06-06T00:00:00+00:00,Paraswap,1464
2020-06-07T00:00:00+00:00,Paraswap,1472
2020-06-08T00:00:00+00:00,Paraswap,1480
2020-06-09T00:00:00+00:00,Paraswap,1492
2020-06-10T00:00:00+00:00,Paraswap,1496
2020-06-11T00:00:00+00:00,Paraswap,1504
2020-06-12T00:00:00+00:00,Paraswap,1512
2020-06-13T00:00:00+00:00,Paraswap,1519
2020-06-14T00:00:00+00:00,Paraswap,1531
2020-06-15T00:00:00+00:00,Paraswap,1553
2020-06-16T00:00:00+00:00,Paraswap,1567
2020-06-17T00:00:00+00:00,Paraswap,1581
2020-06-18T00:00:00+00:00,Paraswap,1592
2020-06-19T00:00:00+00:00,Paraswap,1605
2020-06-20T00:00:00+00:00,Paraswap,1623
2020-06-21T00:00:00+00:00,Paraswap,1634
2020-06-22T00:00:00+00:00,Paraswap,1643
2020-06-23T00:00:00+00:00,Paraswap,1654
2020-06-24T00:00:00+00:00,Paraswap,1674
2020-06-25T00:00:00+00:00,Paraswap,1692
2020-06-26T00:00:00+00:00,Paraswap,1707
2020-06-27T00:00:00+00:00,Paraswap,1724
2020-06-28T00:00:00+00:00,Paraswap,1734
2020-06-29T00:00:00+00:00,Paraswap,1747
2020-06-30T00:00:00+00:00,Paraswap,1772
2020-07-01T00:00:00+00:00,Paraswap,1789
2020-07-02T00:00:00+00:00,Paraswap,1798
2020-07-03T00:00:00+00:00,Paraswap,1815
2020-07-04T00:00:00+00:00,Paraswap,1828
2020-07-05T00:00:00+00:00,Paraswap,1842
2020-07-06T00:00:00+00:00,Paraswap,1849
2020-07-07T00:00:00+00:00,Paraswap,1860
2020-07-08T00:00:00+00:00,Paraswap,1868
2020-07-09T00:00:00+00:00,Paraswap,1876
2020-07-10T00:00:00+00:00,Paraswap,1885
2020-07-11T00:00:00+00:00,Paraswap,1888
2020-07-12T00:00:00+00:00,Paraswap,1898
2020-07-13T00:00:00+00:00,Paraswap,1926
2020-07-14T00:00:00+00:00,Paraswap,1943
2020-07-15T00:00:00+00:00,Paraswap,1952
2020-07-16T00:00:00+00:00,Paraswap,1967
2020-07-17T00:00:00+00:00,Paraswap,1978
2020-07-18T00:00:00+00:00,Paraswap,1987
2020-07-19T00:00:00+00:00,Paraswap,1997
2020-07-20T00:00:00+00:00,Paraswap,2017
2020-07-21T00:00:00+00:00,Paraswap,2030
2020-07-22T00:00:00+00:00,Paraswap,2043
2020-07-23T00:00:00+00:00,Paraswap,2059
2020-07-24T00:00:00+00:00,Paraswap,2069
2020-07-25T00:00:00+00:00,Paraswap,2080
2020-07-26T00:00:00+00:00,Paraswap,2097
2020-07-27T00:00:00+00:00,Paraswap,2122
2020-07-28T00:00:00+00:00,Paraswap,2136
2020-07-29T00:00:00+00:00,Paraswap,2147
2020-07-30T00:00:00+00:00,Paraswap,2158
2020-07-31T00:00:00+00:00,Paraswap,2177
2020-08-01T00:00:00+00:00,Paraswap,2188
2020-08-02T00:00:00+00:00,Paraswap,2203
2020-08-03T00:00:00+00:00,Paraswap,2215
2020-08-04T00:00:00+00:00,Paraswap,2225
2020-08-05T00:00:00+00:00,Paraswap,2232
2020-08-06T00:00:00+00:00,Paraswap,2245
2020-08-07T00:00:00+00:00,Paraswap,2251
2020-08-08T00:00:00+00:00,Paraswap,2259
2020-08-09T00:00:00+00:00,Paraswap,2268
2020-08-10T00:00:00+00:00,Paraswap,2279
2020-08-11T00:00:00+00:00,Paraswap,2290
2020-08-12T00:00:00+00:00,Paraswap,2298
2020-08-13T00:00:00+00:00,Paraswap,2305
2020-08-14T00:00:00+00:00,Paraswap,2314
2020-08-15T00:00:00+00:00,Paraswap,2324
2020-08-16T00:00:00+00:00,Paraswap,2330
2020-08-17T00:00:00+00:00,Paraswap,2336
2020-08-18T00:00:00+00:00,Paraswap,2339
2020-08-19T00:00:00+00:00,Paraswap,2343
2020-08-20T00:00:00+00:00,Paraswap,2349
2020-08-21T00:00:00+00:00,Paraswap,2356
2020-08-22T00:00:00+00:00,Paraswap,2364
2020-08-23T00:00:00+00:00,Paraswap,2372
2020-08-24T00:00:00+00:00,Paraswap,2390
2020-08-25T00:00:00+00:00,Paraswap,2408
2020-08-26T00:00:00+00:00,Paraswap,2424
2020-08-27T00:00:00+00:00,Paraswap,2434
2020-08-28T00:00:00+00:00,Paraswap,2448
2020-08-29T00:00:00+00:00,Paraswap,2460
2020-08-30T00:00:00+00:00,Paraswap,2470
2020-08-31T00:00:00+00:00,Paraswap,2474
2020-09-01T00:00:00+00:00,Paraswap,2478
2020-09-02T00:00:00+00:00,Paraswap,2487
2020-09-03T00:00:00+00:00,Paraswap,2492
2020-09-04T00:00:00+00:00,Paraswap,2498
2020-09-05T00:00:00+00:00,Paraswap,2503
2020-09-06T00:00:00+00:00,Paraswap,2514
2020-09-07T00:00:00+00:00,Paraswap,2522
2020-09-08T00:00:00+00:00,Paraswap,2537
2020-09-09T00:00:00+00:00,Paraswap,2542
2020-09-10T00:00:00+00:00,Paraswap,2557
2020-09-11T00:00:00+00:00,Paraswap,2569
2020-09-12T00:00:00+00:00,Paraswap,2575
2020-09-13T00:00:00+00:00,Paraswap,2582
2020-09-14T00:00:00+00:00,Paraswap,2592
2020-09-15T00:00:00+00:00,Paraswap,2602
2020-09-16T00:00:00+00:00,Paraswap,2614
2020-09-17T00:00:00+00:00,Paraswap,2627
2020-09-18T00:00:00+00:00,Paraswap,2644
2020-09-19T00:00:00+00:00,Paraswap,2661
2020-09-20T00:00:00+00:00,Paraswap,2683
2020-09-21T00:00:00+00:00,Paraswap,2702
2020-09-22T00:00:00+00:00,Paraswap,2709
2020-09-23T00:00:00+00:00,Paraswap,2726
2020-09-24T00:00:00+00:00,Paraswap,2735
2020-09-25T00:00:00+00:00,Paraswap,2745
2020-09-26T00:00:00+00:00,Paraswap,2761
2020-09-27T00:00:00+00:00,Paraswap,2776
2020-09-28T00:00:00+00:00,Paraswap,2792
2020-09-29T00:00:00+00:00,Paraswap,2807
2020-09-30T00:00:00+00:00,Paraswap,2821
2020-10-01T00:00:00+00:00,Paraswap,2841
2020-10-02T00:00:00+00:00,Paraswap,2854
2020-10-03T00:00:00+00:00,Paraswap,2862
2020-10-04T00:00:00+00:00,Paraswap,2869
2020-10-05T00:00:00+00:00,Paraswap,2879
2020-10-06T00:00:00+00:00,Paraswap,2892
2020-10-07T00:00:00+00:00,Paraswap,2910
2020-10-08T00:00:00+00:00,Paraswap,2923
2020-10-09T00:00:00+00:00,Paraswap,2931
2020-10-10T00:00:00+00:00,Paraswap,2954
2020-10-11T00:00:00+00:00,Paraswap,2979
2020-10-12T00:00:00+00:00,Paraswap,2988
2020-10-13T00:00:00+00:00,Paraswap,3003
2020-10-14T00:00:00+00:00,Paraswap,3020
2020-10-15T00:00:00+00:00,Paraswap,3035
2020-10-16T00:00:00+00:00,Paraswap,3053
2020-10-17T00:00:00+00:00,Paraswap,3101
2020-10-18T00:00:00+00:00,Paraswap,3136
2020-10-19T00:00:00+00:00,Paraswap,3168
2020-10-20T00:00:00+00:00,Paraswap,3200
2020-10-21T00:00:00+00:00,Paraswap,3280
2020-10-22T00:00:00+00:00,Paraswap,3359
2020-10-23T00:00:00+00:00,Paraswap,3425
2020-10-24T00:00:00+00:00,Paraswap,3504
2020-10-25T00:00:00+00:00,Paraswap,3585
2020-10-26T00:00:00+00:00,Paraswap,3636
2020-10-27T00:00:00+00:00,Paraswap,3692
2020-10-28T00:00:00+00:00,Paraswap,3737
2020-10-29T00:00:00+00:00,Paraswap,3787
2020-10-30T00:00:00+00:00,Paraswap,3863
2020-10-31T00:00:00+00:00,Paraswap,3932
2020-11-01T00:00:00+00:00,Paraswap,3984
2020-11-02T00:00:00+00:00,Paraswap,4023
2020-11-03T00:00:00+00:00,Paraswap,4068
2020-11-04T00:00:00+00:00,Paraswap,4114
2020-11-05T00:00:00+00:00,Paraswap,4165
2020-11-06T00:00:00+00:00,Paraswap,4223
2020-11-07T00:00:00+00:00,Paraswap,4276
2020-11-08T00:00:00+00:00,Paraswap,4318
2020-11-09T00:00:00+00:00,Paraswap,4363
2020-11-10T00:00:00+00:00,Paraswap,4399
2020-11-11T00:00:00+00:00,Paraswap,4438
2020-11-12T00:00:00+00:00,Paraswap,4472
2020-11-13T00:00:00+00:00,Paraswap,4530
2020-11-14T00:00:00+00:00,Paraswap,4583
2020-11-15T00:00:00+00:00,Paraswap,4630
2020-11-16T00:00:00+00:00,Paraswap,4679
2020-11-17T00:00:00+00:00,Paraswap,4715
2020-11-18T00:00:00+00:00,Paraswap,4770
2020-11-19T00:00:00+00:00,Paraswap,4814
2020-11-20T00:00:00+00:00,Paraswap,4851
2020-11-21T00:00:00+00:00,Paraswap,4909
2020-11-22T00:00:00+00:00,Paraswap,4953
2020-11-23T00:00:00+00:00,Paraswap,5001
2020-11-24T00:00:00+00:00,Paraswap,5049
2020-11-25T00:00:00+00:00,Paraswap,5085
2020-11-26T00:00:00+00:00,Paraswap,5145
2020-11-27T00:00:00+00:00,Paraswap,5199
2020-11-28T00:00:00+00:00,Paraswap,5262
2020-11-29T00:00:00+00:00,Paraswap,5319
2020-11-30T00:00:00+00:00,Paraswap,5367
2020-12-01T00:00:00+00:00,Paraswap,5408
2020-12-02T00:00:00+00:00,Paraswap,5449
2020-12-03T00:00:00+00:00,Paraswap,5493
2020-12-04T00:00:00+00:00,Paraswap,5530
2020-12-05T00:00:00+00:00,Paraswap,5591
2020-12-06T00:00:00+00:00,Paraswap,5631
2020-12-07T00:00:00+00:00,Paraswap,5667
2020-12-08T00:00:00+00:00,Paraswap,5716
2020-12-09T00:00:00+00:00,Paraswap,5746
2020-12-10T00:00:00+00:00,Paraswap,5781
2020-12-11T00:00:00+00:00,Paraswap,5806
2020-12-12T00:00:00+00:00,Paraswap,5850
2020-12-13T00:00:00+00:00,Paraswap,5883
2020-12-14T00:00:00+00:00,Paraswap,5919
2020-12-15T00:00:00+00:00,Paraswap,5950
2020-12-16T00:00:00+00:00,Paraswap,6000
2020-12-17T00:00:00+00:00,Paraswap,6021
2020-12-18T00:00:00+00:00,Paraswap,6060
2020-12-19T00:00:00+00:00,Paraswap,6099
2020-12-20T00:00:00+00:00,Paraswap,6182
2020-12-21T00:00:00+00:00,Paraswap,6208
2020-12-22T00:00:00+00:00,Paraswap,6244
2020-12-23T00:00:00+00:00,Paraswap,6264
2020-12-24T00:00:00+00:00,Paraswap,6292
2020-12-25T00:00:00+00:00,Paraswap,7557
2020-12-26T00:00:00+00:00,Paraswap,10898
2020-12-27T00:00:00+00:00,Paraswap,12135
2020-12-28T00:00:00+00:00,Paraswap,13052
2020-12-29T00:00:00+00:00,Paraswap,14149
2020-12-30T00:00:00+00:00,Paraswap,14991
2020-12-31T00:00:00+00:00,Paraswap,16313
2021-01-01T00:00:00+00:00,Paraswap,17726
2021-01-02T00:00:00+00:00,Paraswap,18664
2021-01-03T00:00:00+00:00,Paraswap,19004
2021-01-04T00:00:00+00:00,Paraswap,19144
2021-01-05T00:00:00+00:00,Paraswap,19441
2021-01-06T00:00:00+00:00,Paraswap,19751
2021-01-07T00:00:00+00:00,Paraswap,20041
2021-01-08T00:00:00+00:00,Paraswap,20289
2021-01-09T00:00:00+00:00,Paraswap,20733
2021-01-10T00:00:00+00:00,Paraswap,21154
2021-01-11T00:00:00+00:00,Paraswap,21287
2021-01-12T00:00:00+00:00,Paraswap,21657
2021-01-13T00:00:00+00:00,Paraswap,22357
2021-01-14T00:00:00+00:00,Paraswap,22636
2021-01-15T00:00:00+00:00,Paraswap,22963
2021-01-16T00:00:00+00:00,Paraswap,23244
2021-01-17T00:00:00+00:00,Paraswap,23741
2021-01-18T00:00:00+00:00,Paraswap,24049
2021-01-19T00:00:00+00:00,Paraswap,24221
2021-01-20T00:00:00+00:00,Paraswap,24470
2021-01-21T00:00:00+00:00,Paraswap,24706
2021-01-22T00:00:00+00:00,Paraswap,24831
2021-01-23T00:00:00+00:00,Paraswap,25095
2021-01-24T00:00:00+00:00,Paraswap,25347
2021-01-25T00:00:00+00:00,Paraswap,25593
2021-01-26T00:00:00+00:00,Paraswap,25879
2021-01-27T00:00:00+00:00,Paraswap,26223
2021-01-28T00:00:00+00:00,Paraswap,26720
2021-01-29T00:00:00+00:00,Paraswap,26955
2021-01-30T00:00:00+00:00,Paraswap,27367
2021-01-31T00:00:00+00:00,Paraswap,27764
2021-02-01T00:00:00+00:00,Paraswap,27908
2021-02-02T00:00:00+00:00,Paraswap,28118
2021-02-03T00:00:00+00:00,Paraswap,28423
2021-02-04T00:00:00+00:00,Paraswap,28534
2021-02-05T00:00:00+00:00,Paraswap,28645
2021-02-06T00:00:00+00:00,Paraswap,28860
2021-02-07T00:00:00+00:00,Paraswap,29079
2021-02-08T00:00:00+00:00,Paraswap,29298
2021-02-09T00:00:00+00:00,Paraswap,29396
2021-02-10T00:00:00+00:00,Paraswap,29610
2021-02-11T00:00:00+00:00,Paraswap,29887
2021-02-12T00:00:00+00:00,Paraswap,30157
2021-02-13T00:00:00+00:00,Paraswap,30446
2021-02-14T00:00:00+00:00,Paraswap,30817
2021-02-15T00:00:00+00:00,Paraswap,31095
2021-02-16T00:00:00+00:00,Paraswap,31366
2021-02-17T00:00:00+00:00,Paraswap,31518
2021-02-18T00:00:00+00:00,Paraswap,31655
2021-02-19T00:00:00+00:00,Paraswap,31815
2021-02-20T00:00:00+00:00,Paraswap,32004
2021-02-21T00:00:00+00:00,Paraswap,32317
2021-02-22T00:00:00+00:00,Paraswap,32638
2021-02-23T00:00:00+00:00,Paraswap,32898
2021-02-24T00:00:00+00:00,Paraswap,33163
2021-02-25T00:00:00+00:00,Paraswap,33400
2021-02-26T00:00:00+00:00,Paraswap,33616
2021-02-27T00:00:00+00:00,Paraswap,33930
2021-02-28T00:00:00+00:00,Paraswap,34368
2021-03-01T00:00:00+00:00,Paraswap,34605
2021-03-02T00:00:00+00:00,Paraswap,34877
2021-03-03T00:00:00+00:00,Paraswap,35092
2021-03-04T00:00:00+00:00,Paraswap,35341
2021-03-05T00:00:00+00:00,Paraswap,35439
2021-03-06T00:00:00+00:00,Paraswap,35980
2021-03-07T00:00:00+00:00,Paraswap,36183
2021-03-08T00:00:00+00:00,Paraswap,36322
2021-03-09T00:00:00+00:00,Paraswap,36445
2021-03-10T00:00:00+00:00,Paraswap,36717
2021-03-11T00:00:00+00:00,Paraswap,36897
2021-03-12T00:00:00+00:00,Paraswap,36985
2021-03-13T00:00:00+00:00,Paraswap,37079
2021-03-14T00:00:00+00:00,Paraswap,37184
2021-03-15T00:00:00+00:00,Paraswap,37251
2021-03-16T00:00:00+00:00,Paraswap,37318
2021-03-17T00:00:00+00:00,Paraswap,37384
2021-03-18T00:00:00+00:00,Paraswap,37450
2021-03-19T00:00:00+00:00,Paraswap,37566
2021-03-20T00:00:00+00:00,Paraswap,37696
2021-03-21T00:00:00+00:00,Paraswap,37863
2021-03-22T00:00:00+00:00,Paraswap,37967
2021-03-23T00:00:00+00:00,Paraswap,38102
2021-03-24T00:00:00+00:00,Paraswap,38190
2021-03-25T00:00:00+00:00,Paraswap,38247
2021-03-26T00:00:00+00:00,Paraswap,38373
2021-03-27T00:00:00+00:00,Paraswap,38516
2021-03-28T00:00:00+00:00,Paraswap,38631
2021-03-29T00:00:00+00:00,Paraswap,38741
2021-03-30T00:00:00+00:00,Paraswap,38815
2021-03-31T00:00:00+00:00,Paraswap,38857
2021-04-01T00:00:00+00:00,Paraswap,38912
2021-04-02T00:00:00+00:00,Paraswap,38977
2021-04-03T00:00:00+00:00,Paraswap,39075
2021-04-04T00:00:00+00:00,Paraswap,39204
2021-04-05T00:00:00+00:00,Paraswap,39309
2021-04-06T00:00:00+00:00,Paraswap,39394
2021-04-07T00:00:00+00:00,Paraswap,39459
2021-04-08T00:00:00+00:00,Paraswap,39558
2021-04-09T00:00:00+00:00,Paraswap,39694
2021-04-10T00:00:00+00:00,Paraswap,39836
2021-04-11T00:00:00+00:00,Paraswap,39986
2021-04-12T00:00:00+00:00,Paraswap,40091
2021-04-13T00:00:00+00:00,Paraswap,40171
2021-04-14T00:00:00+00:00,Paraswap,40238
2021-04-15T00:00:00+00:00,Paraswap,40338
2021-04-16T00:00:00+00:00,Paraswap,40395
2021-04-17T00:00:00+00:00,Paraswap,40468
2021-04-18T00:00:00+00:00,Paraswap,40535
2021-04-19T00:00:00+00:00,Paraswap,40577
2021-04-20T00:00:00+00:00,Paraswap,40619
2021-04-21T00:00:00+00:00,Paraswap,40685
2021-04-22T00:00:00+00:00,Paraswap,40764
2021-04-23T00:00:00+00:00,Paraswap,40837
2021-04-24T00:00:00+00:00,Paraswap,40961
2021-04-25T00:00:00+00:00,Paraswap,41240
2021-04-26T00:00:00+00:00,Paraswap,41401
2021-04-27T00:00:00+00:00,Paraswap,41611
2021-04-28T00:00:00+00:00,Paraswap,41780
2021-04-29T00:00:00+00:00,Paraswap,41946
2021-04-30T00:00:00+00:00,Paraswap,42198
2021-05-01T00:00:00+00:00,Paraswap,42475
2021-05-02T00:00:00+00:00,Paraswap,42742
2021-05-03T00:00:00+00:00,Paraswap,42953
2021-05-04T00:00:00+00:00,Paraswap,43243
2021-05-05T00:00:00+00:00,Paraswap,43407
2021-05-06T00:00:00+00:00,Paraswap,43601
2021-05-07T00:00:00+00:00,Paraswap,43746
2021-05-08T00:00:00+00:00,Paraswap,43815
2021-05-09T00:00:00+00:00,Paraswap,43912
2021-05-10T00:00:00+00:00,Paraswap,43976
2021-05-11T00:00:00+00:00,Paraswap,44006
2021-05-12T00:00:00+00:00,Paraswap,44081
2021-05-13T00:00:00+00:00,Paraswap,44213
2021-05-14T00:00:00+00:00,Paraswap,44335
2021-05-15T00:00:00+00:00,Paraswap,44463
2021-05-16T00:00:00+00:00,Paraswap,44618
2021-05-17T00:00:00+00:00,Paraswap,44802
2021-05-18T00:00:00+00:00,Paraswap,45107
2021-05-19T00:00:00+00:00,Paraswap,45287
2021-05-20T00:00:00+00:00,Paraswap,45498
2021-05-21T00:00:00+00:00,Paraswap,45648
2021-05-22T00:00:00+00:00,Paraswap,45812
2021-05-23T00:00:00+00:00,Paraswap,45969
2021-05-24T00:00:00+00:00,Paraswap,46094
2021-05-25T00:00:00+00:00,Paraswap,46250
2021-05-26T00:00:00+00:00,Paraswap,46457
2021-05-27T00:00:00+00:00,Paraswap,46688
2021-05-28T00:00:00+00:00,Paraswap,46886
2021-05-29T00:00:00+00:00,Paraswap,47094
2021-05-30T00:00:00+00:00,Paraswap,47433
2021-05-31T00:00:00+00:00,Paraswap,47745
2021-06-01T00:00:00+00:00,Paraswap,47996
2021-06-02T00:00:00+00:00,Paraswap,48183
2021-06-03T00:00:00+00:00,Paraswap,48355
2021-06-04T00:00:00+00:00,Paraswap,48578
2021-06-05T00:00:00+00:00,Paraswap,48738
2021-06-06T00:00:00+00:00,Paraswap,48992
2021-06-07T00:00:00+00:00,Paraswap,49269
2021-06-08T00:00:00+00:00,Paraswap,49432
2021-06-09T00:00:00+00:00,Paraswap,49661
2021-06-10T00:00:00+00:00,Paraswap,49867
2021-06-11T00:00:00+00:00,Paraswap,50022
2021-06-12T00:00:00+00:00,Paraswap,50199
2021-06-13T00:00:00+00:00,Paraswap,50722
2021-06-14T00:00:00+00:00,Paraswap,51348
2021-06-15T00:00:00+00:00,Paraswap,51939
2021-06-16T00:00:00+00:00,Paraswap,52361
2021-06-17T00:00:00+00:00,Paraswap,52710
2021-06-18T00:00:00+00:00,Paraswap,53053
2021-06-19T00:00:00+00:00,Paraswap,53438
2021-06-20T00:00:00+00:00,Paraswap,54230
2021-06-21T00:00:00+00:00,Paraswap,54697
2021-06-22T00:00:00+00:00,Paraswap,55085
2021-06-23T00:00:00+00:00,Paraswap,55546
2021-06-24T00:00:00+00:00,Paraswap,55890
2021-06-25T00:00:00+00:00,Paraswap,56214
2021-06-26T00:00:00+00:00,Paraswap,56626
2021-06-27T00:00:00+00:00,Paraswap,57072
2021-06-28T00:00:00+00:00,Paraswap,57425
2021-06-29T00:00:00+00:00,Paraswap,57780
2021-06-30T00:00:00+00:00,Paraswap,58030
2021-07-01T00:00:00+00:00,Paraswap,58195
2020-09-04T00:00:00+00:00,Sushiswap,5
2020-09-05T00:00:00+00:00,Sushiswap,9
2020-09-07T00:00:00+00:00,Sushiswap,10
2020-09-08T00:00:00+00:00,Sushiswap,11
2020-09-09T00:00:00+00:00,Sushiswap,451
2020-09-10T00:00:00+00:00,Sushiswap,1946
2020-09-11T00:00:00+00:00,Sushiswap,3141
2020-09-12T00:00:00+00:00,Sushiswap,3911
2020-09-13T00:00:00+00:00,Sushiswap,4432
2020-09-14T00:00:00+00:00,Sushiswap,4922
2020-09-15T00:00:00+00:00,Sushiswap,5345
2020-09-16T00:00:00+00:00,Sushiswap,5596
2020-09-17T00:00:00+00:00,Sushiswap,5723
2020-09-18T00:00:00+00:00,Sushiswap,5894
2020-09-19T00:00:00+00:00,Sushiswap,6122
2020-09-20T00:00:00+00:00,Sushiswap,6319
2020-09-21T00:00:00+00:00,Sushiswap,6499
2020-09-22T00:00:00+00:00,Sushiswap,6695
2020-09-23T00:00:00+00:00,Sushiswap,6823
2020-09-24T00:00:00+00:00,Sushiswap,6943
2020-09-25T00:00:00+00:00,Sushiswap,7052
2020-09-26T00:00:00+00:00,Sushiswap,7153
2020-09-27T00:00:00+00:00,Sushiswap,7272
2020-09-28T00:00:00+00:00,Sushiswap,7370
2020-09-29T00:00:00+00:00,Sushiswap,7499
2020-09-30T00:00:00+00:00,Sushiswap,7633
2020-10-01T00:00:00+00:00,Sushiswap,7745
2020-10-02T00:00:00+00:00,Sushiswap,7871
2020-10-03T00:00:00+00:00,Sushiswap,7985
2020-10-04T00:00:00+00:00,Sushiswap,8156
2020-10-05T00:00:00+00:00,Sushiswap,8417
2020-10-06T00:00:00+00:00,Sushiswap,8697
2020-10-07T00:00:00+00:00,Sushiswap,8916
2020-10-08T00:00:00+00:00,Sushiswap,9070
2020-10-09T00:00:00+00:00,Sushiswap,9212
2020-10-10T00:00:00+00:00,Sushiswap,9343
2020-10-11T00:00:00+00:00,Sushiswap,9438
2020-10-12T00:00:00+00:00,Sushiswap,9596
2020-10-13T00:00:00+00:00,Sushiswap,9784
2020-10-14T00:00:00+00:00,Sushiswap,9975
2020-10-15T00:00:00+00:00,Sushiswap,10124
2020-10-16T00:00:00+00:00,Sushiswap,10265
2020-10-17T00:00:00+00:00,Sushiswap,10411
2020-10-18T00:00:00+00:00,Sushiswap,10524
2020-10-19T00:00:00+00:00,Sushiswap,10623
2020-10-20T00:00:00+00:00,Sushiswap,10714
2020-10-21T00:00:00+00:00,Sushiswap,10811
2020-10-22T00:00:00+00:00,Sushiswap,10913
2020-10-23T00:00:00+00:00,Sushiswap,10971
2020-10-24T00:00:00+00:00,Sushiswap,11047
2020-10-25T00:00:00+00:00,Sushiswap,11115
2020-10-26T00:00:00+00:00,Sushiswap,11183
2020-10-27T00:00:00+00:00,Sushiswap,11254
2020-10-28T00:00:00+00:00,Sushiswap,11320
2020-10-29T00:00:00+00:00,Sushiswap,11396
2020-10-30T00:00:00+00:00,Sushiswap,11460
2020-10-31T00:00:00+00:00,Sushiswap,11510
2020-11-01T00:00:00+00:00,Sushiswap,12332
2020-11-02T00:00:00+00:00,Sushiswap,12394
2020-11-03T00:00:00+00:00,Sushiswap,12451
2020-11-04T00:00:00+00:00,Sushiswap,12523
2020-11-05T00:00:00+00:00,Sushiswap,12675
2020-11-06T00:00:00+00:00,Sushiswap,12976
2020-11-07T00:00:00+00:00,Sushiswap,13125
2020-11-08T00:00:00+00:00,Sushiswap,13223
2020-11-09T00:00:00+00:00,Sushiswap,13333
2020-11-10T00:00:00+00:00,Sushiswap,13439
2020-11-11T00:00:00+00:00,Sushiswap,13590
2020-11-12T00:00:00+00:00,Sushiswap,13676
2020-11-13T00:00:00+00:00,Sushiswap,13794
2020-11-14T00:00:00+00:00,Sushiswap,13957
2020-11-15T00:00:00+00:00,Sushiswap,14177
2020-11-16T00:00:00+00:00,Sushiswap,14382
2020-11-17T00:00:00+00:00,Sushiswap,14648
2020-11-18T00:00:00+00:00,Sushiswap,14824
2020-11-19T00:00:00+00:00,Sushiswap,15060
2020-11-20T00:00:00+00:00,Sushiswap,15582
2020-11-21T00:00:00+00:00,Sushiswap,15854
2020-11-22T00:00:00+00:00,Sushiswap,16143
2020-11-23T00:00:00+00:00,Sushiswap,16327
2020-11-24T00:00:00+00:00,Sushiswap,16495
2020-11-25T00:00:00+00:00,Sushiswap,16625
2020-11-26T00:00:00+00:00,Sushiswap,16848
2020-11-27T00:00:00+00:00,Sushiswap,17080
2020-11-28T00:00:00+00:00,Sushiswap,17277
2020-11-29T00:00:00+00:00,Sushiswap,17423
2020-11-30T00:00:00+00:00,Sushiswap,17603
